"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WESD","WSF1","WSF2","WSF5","WSFG","WSFM","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-06-21","   30","   20","8.50"," 1351"," 1353","0.00",,"0.0","0.0",,"82","60","  839","  330",,,"  315",,,"13.0",,,"19.5",,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-06-22","   60","   60","8.28"," 1252"," 1322","0.00",,"0.0","0.0",,"90","57","  799","  250",,,"  270",,,"14.1",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-06-23","   70","   80","10.29"," 1450"," 1450","0.00",,"0.0","0.0",,"90","68","  807","  290",,,"  270",,,"15.0",,,"23.0",,,,,,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-06-24","   70","   90","9.17"," 1250"," 1408","0.00",,"0.0","0.0",,"89","69","  778","  270",,,"  270",,,"16.1",,,"25.3",,"    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-06-25","   30","   30","8.50"," 1251"," 1222","0.00",,"0.0","0.0",,"80","61","  841","  360",,,"  360",,,"15.0",,,"24.2",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-06-26","   80","   90","8.05"," 1550"," 1349","0.00",,"0.0","0.0",,"86","54","  756","  200",,,"  180",,,"15.0",,,"18.3",,,,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-06-27","   80","   80","12.30"," 1350"," 1437","0.00",,"0.0","0.0",,"94","69","  789","  210",,,"  225",,,"16.1",,,"25.3",,,,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-06-28","   80","   80","10.51"," 1450"," 1423","0.00",,"0.0","0.0",,"96","73","  752","  360",,,"  360",,,"16.1",,,"38.0",,,,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-06-29","   70","   70","9.40"," 1250"," 0303","0.22",,"0.0","0.0",,"92","72","  729","  250",,,"  225",,,"15.0",,,"21.9",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-06-30","   80","  100","8.05"," 1855"," 1856","0.39",,"0.0","0.0",,"89","69","  687","   10",,,"  360",,,"21.9",,,"25.3",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-01","  100","  100","7.16"," 0454"," 0756","0.27",,"0.0","0.0",,"72","63","    0","   10",,,"  360",,,"12.1",,,"16.1",,"    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-02","  100","  100","10.74"," 1351"," 1344","0.01",,"0.0","0.0",,"83","71","  221","  270",,,"  135",,,"17.9",,,"30.0",,"    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-03","   30","   30","11.41"," 1050"," 1018","0.00",,"0.0","0.0",,"83","62","  819","  350",,,"  360",,,"21.0",,,"28.9",,,,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-04","   40","   60","8.05"," 2350"," 2347","0.00",,"0.0","0.0",,"88","56","  856","  180",,,"  180",,,"15.0",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-05","   30","   40","11.41"," 1351"," 1533","0.00",,"0.0","0.0",,"93","67","  828","  190",,,"  225",,,"15.0",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-06","   50","   50","7.38"," 1350"," 1405","0.00",,"0.0","0.0",,"97","66","  880","  290",,,"  270",,,"12.1",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-07","   40","   30","6.26"," 1450"," 1600","0.00",,"0.0","0.0",,"96","70","  785","  300",,,"  315",,,"15.0",,,"19.5",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-08","   30","   20","6.71"," 0950"," 0917","0.00",,"0.0","0.0",,"98","74","  818","  360",,,"  360",,,"14.1",,,"19.5",,,,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-09","   60","   70","10.29"," 1632"," 1629","0.51",,"0.0","0.0",,"100","73","  675","  350",,,"  360",,,"38.9",,,"60.8",,,,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-10","   60","   80","8.50"," 1553"," 1251","0.00",,"0.0","0.0",,"91","71","  737","  300",,,"  270",,,"13.0",,,"19.5",,,,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-11","   60","   80","7.16"," 1950"," 1411","0.00",,"0.0","0.0",,"93","71","  785","  170",,,"  225",,,"10.1",,,"16.1",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-12","   60","   50","10.74"," 0950"," 1740","0.15",,"0.0","0.0",,"98","74","  772","  240",,,"  270",,,"17.9",,,"46.1",,"    1",,"    1",,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-13","   30","   20","11.63"," 1523"," 1533","0.01",,"0.0","0.0",,"99","74","  820","  250",,,"  315",,,"21.0",,,"35.6",,,,"    1",,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-14","   60","   50","10.74"," 1050"," 1502","0.00",,"0.0","0.0",,"96","75","  752","  290",,,"  270",,,"17.0",,,"26.4",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-15","   60","   70","6.71"," 0150"," 1538","0.00",,"0.0","0.0",,"85","71","  762","   40",,,"  135",,,"10.1",,,"15.0",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-16","   60","   80","8.05"," 1850"," 1559","0.00",,"0.0","0.0",,"94","67","  699","  180",,,"  180",,,"13.0",,,"17.2",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-17","   80","   80","6.71"," 1850"," 1833","0.01",,"0.0","0.0",,"96","74","  649","  300",,,"  315",,,"16.1",,,"21.9",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-18","   40","   50","8.05"," 1250"," 1251","0.00",,"0.0","0.0",,"98","72","  769","  330",,,"  315",,,"17.9",,,"26.4",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-19","   60","   80","8.72"," 1730"," 1727","1.05",,"0.0","0.0",,"95","72","  683","  350",,,"  315",,,"38.0",,,"50.6",,"    1",,"    1",,,,"    1","    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-20","   40","   40","6.49"," 2125"," 2109","0.35",,"0.0","0.0",,"96","70","  769","   40",,,"   45",,,"29.1",,,"40.3",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-21","   50","   30","6.49"," 0952"," 0949","0.02",,"0.0","0.0",,"91","70","  792","   10",,,"  360",,,"12.1",,,"16.1",,"    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-22","   80","   70","8.05"," 1350"," 1342","0.20",,"0.0","0.0",,"85","74","  750","   60",,,"   45",,,"17.0",,,"24.2",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-23","   80","   90","6.93"," 1244"," 1234","3.00",,"0.0","0.0",,"87","72","  620","   50",,,"   90",,,"23.0",,,"33.3",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-24","   40","   50","9.17"," 1050"," 1520","0.00",,"0.0","0.0",,"88","72","  755","  110",,,"   90",,,"17.0",,,"20.8",,"    1","    1",,,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-25","   60","   80","6.71"," 1052"," 1522","0.88",,"0.0","0.0",,"92","72","  652","  150",,,"  180",,,"10.1",,,"15.0",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-26","   80","   90","7.61"," 1425"," 1406","0.55",,"0.0","0.0",,"92","72","  526","  250",,,"  270",,,"16.1",,,"35.6",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-27","   60","   60","5.82"," 0150"," 0148","0.00",,"0.0","0.0",,"91","71","  704","  180",,,"  180",,,"10.1",,,"12.8",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-28","   60","   40","6.93"," 1350"," 1441","0.00",,"0.0","0.0",,"91","74","  758","  270",,,"  270",,,"16.1",,,"20.8",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-29","   50","   60","6.93"," 2150"," 2152","0.00",,"0.0","0.0",,"94","73","  741","  360",,,"  180",,,"16.1",,,"31.1",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-30","   20","   40","6.93"," 1650"," 1650","0.00",,"0.0","0.0",,"85","67","  794","  310",,,"  315",,,"14.1",,,"17.2",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-07-31","   40","   20","6.26"," 1350"," 1408","0.00",,"0.0","0.0",,"88","68","  815","  320",,,"  315",,,"14.1",,,"20.8",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-01","   30","   30","5.82"," 1250"," 1220","0.00",,"0.0","0.0",,"93","67","  802","  110",,,"   90",,,"8.9",,,"15.0",,,,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-02","   50","   60","8.50"," 1750"," 1750","0.82",,"0.0","0.0",,"94","70","  672","  270",,,"  270",,,"23.9",,,"34.4",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-03","   80","   90","5.82"," 1050"," 1006","0.11",,"0.0","0.0",,"82","69","  692","  330",,,"  360",,,"10.1",,,"13.9",,"    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-04","   40","   40","6.04"," 1151"," 1127","0.00",,"0.0","0.0",,"87","66","  741","   50",,,"   45",,,"12.1",,,"16.1",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-05","   50","   40","5.82"," 1350"," 1220","0.00",,"0.0","0.0",,"87","67","  677","  140",,,"   90",,,"13.0",,,"17.2",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-06","   70","   70","8.28"," 1950"," 1933","0.28",,"0.0","0.0",,"89","68","  590","  230",,,"  270",,,"16.1",,,"25.3",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-07","   70","   70","8.95"," 1752"," 1748","0.00",,"0.0","0.0",,"90","68","  578","  210",,,"  225",,,"13.0",,,"17.2",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-08","   60","   70","9.62"," 1316"," 1615","0.00",,"0.0","0.0",,"86","72","  728","  330",,,"  225",,,"14.1",,,"23.0",,,,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-09","   70","   80","5.82"," 1650"," 1620","0.00",,"0.0","0.0",,"91","71","  672","  220",,,"  225",,,"13.0",,,"18.3",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-10","   70","   80","10.07"," 1951"," 1923","0.00",,"0.0","0.0",,"93","71","  758","  200",,,"  225",,,"16.1",,,"24.2",,"    1",,"    1",,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-11","   70","   80","9.62"," 0550"," 0029","0.20",,"0.0","0.0",,"84","68","  480","  230",,,"  225",,,"15.0",,,"23.0",,"    1",,"    1",,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-12","  100","  100","7.38"," 1651"," 0633","1.12",,"0.0","0.0",,"71","66","    0","   30",,,"   45",,,"12.1",,,"16.1",,"    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-13","  100","  100","8.05"," 1251"," 1307","0.00",,"0.0","0.0",,"78","68","  149","   50",,,"   45",,,"13.0",,,"18.3",,"    1",,,,,,,"    1",,,,"    1",,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-14","   90","  100","6.49"," 1550"," 1155","0.00",,"0.0","0.0",,"81","70","  472","   60",,,"   45",,,"8.9",,,"11.4",,"    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-15","   60","   70","6.04"," 1850"," 1837","0.00",,"0.0","0.0",,"88","69","  722","  140",,,"  135",,,"12.1",,,"15.0",,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-16","   50","   60","6.71"," 1750"," 1723","0.00",,"0.0","0.0",,"90","70","  746","  160",,,"  180",,,"15.0",,,"18.3",,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-17","   70","   80","11.63"," 2120"," 1618","1.61",,"0.0","0.0",,"85","71","  617","  360",,,"  135",,,"19.9",,,"28.9",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-18","   90","   90","9.40"," 1250"," 0101","0.08",,"0.0","0.0",,"83","71","  705","  330",,,"  360",,,"15.0",,,"25.3",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-19","  100","  100","5.82"," 1155"," 1203","0.66",,"0.0","0.0",,"78","70","  182","   90",,,"   90",,,"14.1",,,"24.2",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-20","  100","  100","10.51"," 1350"," 0913","1.25",,"0.0","0.0",,"73","69","    0","   60",,,"   45",,,"17.0",,,"23.0",,"    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-21","   80","   70","10.74"," 1751"," 1353","0.17",,"0.0","0.0",,"84","69","  689","  350",,,"  225",,,"15.0",,,"19.5",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-22","   50","   50","7.61"," 0752"," 1020","0.00",,"0.0","0.0",,"81","66","  723","  340",,,"   45",,,"12.1",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-23","   50","   50","9.40"," 1554"," 1104","0.00",,"0.0","0.0",,"84","63","  716","  190",,,"  180",,,"16.1",,,"23.0",,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-24","   40","   40","10.29"," 0951"," 0821","0.00",,"0.0","0.0",,"79","60","  714","  360",,,"  360",,,"19.9",,,"33.3",,,,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-25","   20","   30","6.71"," 0850"," 0825","0.00",,"0.0","0.0",,"82","55","  762","   50",,,"   45",,,"13.0",,,"15.0",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-26","   40","   50","11.18"," 1450"," 1230","0.00",,"0.0","0.0",,"87","60","  754","  200",,,"  225",,,"16.1",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-27","   80","   90","11.63"," 1704"," 1710","0.14",,"0.0","0.0",,"90","70","  639","  310",,,"  315",,,"28.0",,,"43.6",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-28","   70","   90","11.18"," 0857"," 1016","0.31",,"0.0","0.0",,"71","50","  245","  360",,,"  360",,,"21.0",,,"31.1",,"    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-29","   10","   10","8.95"," 0950"," 1113","0.00",,"0.0","0.0",,"70","47","  769","   20",,,"  360",,,"16.1",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-30","   20","   30","6.71"," 1651"," 1002","0.00",,"0.0","0.0",,"73","48","  770","  120",,,"   90",,,"12.1",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-08-31","   60","   80","6.71"," 0950"," 1059","0.00",,"0.0","0.0",,"75","51","  686","   50",,,"   90",,,"12.1",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-01","   90","   90","6.93"," 1650"," 1109","0.00",,"0.0","0.0",,"77","58","  548","  360",,,"   45",,,"11.0",,,"16.1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-02","  100","  100","6.26"," 1450"," 1209","0.07",,"0.0","0.0",,"76","62","  120","   60",,,"   45",,,"10.1",,,"12.8",,"    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-03","   80","  100","5.59"," 1750"," 1707","0.05",,"0.0","0.0",,"77","62","  327","   90",,,"   90",,,"8.9",,,"12.8",,"    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-04","   70","   90","5.37"," 1953"," 1012","0.00",,"0.0","0.0",,"83","61","  576","  130",,,"   90",,,"8.1",,,"11.4",,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-05","  100","  100","6.93"," 1553"," 1248","0.01",,"0.0","0.0",,"73","67","    0","  180",,,"  180",,,"10.1",,,"15.0",,"    1",,,,,,,"    1",,,,"    1",,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-06","   50","   60","6.71"," 1151"," 1058","0.00",,"0.0","0.0",,"82","61","  654","   30",,,"   45",,,"11.0",,,"17.2",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-07","   40","   30","6.71"," 2254"," 2359","0.00",,"0.0","0.0",,"82","57","  694","   30",,,"   45",,,"11.0",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-08","   60","   80","7.16"," 0250"," 0233","0.38",,"0.0","0.0",,"70","51","  505","  360",,,"  360",,,"16.1",,,"24.2",,"    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-09","    0","    0","5.37"," 1450"," 1515","0.00",,"0.0","0.0",,"75","47","  761","  180",,,"  180",,,"12.1",,,"13.9",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-10","   60","   90","6.93"," 1450"," 1519","0.00",,"0.0","0.0",,"78","54","  128","  200",,,"  225",,,"12.1",,,"16.1",,"    1",,,,,,,"    1",,,,"    1",,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-11","   70","   90","13.20"," 1450"," 1440","0.00",,"0.0","0.0",,"86","68","  560","  200",,,"  180",,,"17.9",,,"26.4",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-12","   40","   60","12.30"," 0835"," 0928","0.00",,"0.0","0.0",,"86","66","  540","  220",,,"  225",,,"19.9",,,"27.5",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-13","    0","    0","8.05"," 0850"," 0913","0.00",,"0.0","0.0",,"76","55","  752","   10",,,"  360",,,"16.1",,,"21.9",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-14","   10","   10","6.04"," 0750"," 0835","0.00",,"0.0","0.0",,"81","52","  692","  360",,,"  360",,,"13.0",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-15","   70","   90","9.84"," 1250"," 1319","0.00",,"0.0","0.0",,"82","59","  677","  220",,,"  225",,,"16.1",,,"21.9",,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-16","   50","   60","10.29"," 0950"," 1042","0.00",,"0.0","0.0",,"75","49","  600","   10",,,"  360",,,"19.9",,,"28.9",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-17","   30","   40","7.61"," 0750"," 1259","0.00",,"0.0","0.0",,"68","44","  694","   20",,,"   45",,,"13.0",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-18","   70","   70","7.61"," 1550"," 1318","0.00",,"0.0","0.0",,"76","45","  679","  200",,,"  180",,,"15.0",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-19","   80","   70","7.38"," 0850"," 1142","0.00",,"0.0","0.0",,"83","61","  508","  240",,,"  360",,,"13.0",,,"15.0",,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-20","   90","   90","5.59"," 0750"," 0726","0.02",,"0.0","0.0",,"82","66","  447","  120",,,"   45",,,"10.1",,,"12.8",,"    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-21","   70","   60","6.49"," 1350"," 1513","0.00",,"0.0","0.0",,"87","66","  596","   20",,,"  360",,,"14.1",,,"17.2",,"    1","    1",,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-22","   50","   60","6.49"," 1751"," 1436","0.00",,"0.0","0.0",,"80","63","  631","  230",,,"  270",,,"8.9",,,"13.9",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-23","   50","   50","11.41"," 1450"," 1457","0.00",,"0.0","0.0",,"87","63","  647","  210",,,"  225",,,"17.9",,,"25.3",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-24","  100","  100","8.95"," 1450"," 1430","0.00",,"0.0","0.0",,"87","71","  427","  290",,,"  270",,,"15.0",,,"21.9",,,,,,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-25","   40","   70","8.05"," 1451"," 1334","0.00",,"0.0","0.0",,"94","71","  659","  300",,,"  270",,,"12.1",,,"18.3",,,,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-26","   10","   10","6.04"," 1941"," 1942","0.06",,"0.0","0.0",,"94","68","  654","  350",,,"  360",,,"19.9",,,"26.4",,"    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-27","   70","   80","7.16"," 1152"," 1152","0.00",,"0.0","0.0",,"87","69","  551","  330",,,"  315",,,"14.1",,,"19.5",,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-28","  100","  100","6.26"," 0253"," 0213","0.04",,"0.0","0.0",,"74","66","    0","   70",,,"  360",,,"8.9",,,"13.9",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-29","   50","   50","7.83"," 1352"," 1349","0.00",,"0.0","0.0",,"85","64","  612","  170",,,"  180",,,"14.1",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-09-30","    0","    0","11.63"," 1150"," 1122","0.00",,"0.0","0.0",,"91","69","  711","  230",,,"  225",,,"17.0",,,"26.4",,,,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1986-10-01","   20","   20","8.95"," 1550"," 1520","0.00",,"0.0","0.0",,"93","70","  687","  240",,,"  225",,,"15.0",,,"23.0",,"    1",,,,,,,"    1",,,,,,,,,,,,
