"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WESD","WSF1","WSF2","WSF5","WSFG","WSFM","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-06-11","   80","   90","4.92"," 1250"," 1036","0.00",,"0.0","0.0",,"80","57","  702","   80",,,"   45",,,"10.1",,,"13.9",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-06-12","   80","   90","5.59"," 1652"," 1223","0.00",,"0.0","0.0",,"82","56","  802","  150",,,"  135",,,"13.0",,,"21.9",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-06-13","  100","  100","4.70"," 1553"," 1458","0.00",,"0.0","0.0",,"83","55","  738","  160",,,"  225",,,"8.9",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-06-14","   90","  100","6.04"," 1352"," 1323","0.00",,"0.0","0.0",,"84","61","  607","  150",,,"  135",,,"12.1",,,"18.3",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-06-15","   50","   30","5.59"," 0850"," 0918","0.00",,"0.0","0.0",,"89","65","  716","  270",,,"  270",,,"8.9",,,"12.8",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-06-16","   80","   90","9.40"," 1550"," 1149","0.00",,"0.0","0.0",,"81","62","  597","  110",,,"   90",,,"15.0",,,"18.3",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-06-17","   40","   50","8.28"," 1550"," 1235","0.00",,"0.0","0.0",,"81","58","  694","  130",,,"   90",,,"14.1",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-06-18","   60","   60","8.95"," 0952"," 1415","0.00",,"0.0","0.0",,"84","58","  620","  200",,,"  180",,,"16.1",,,"20.8",,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-06-19","   90","   80","11.41"," 1250"," 1807","1.29",,"0.0","0.0",,"84","64","  535","  150",,,"  270",,,"15.0",,,"36.7",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-06-20","   60","   60","6.04"," 2350"," 2316","0.00",,"0.0","0.0",,"83","62","  686","   20",,,"  360",,,"13.0",,,"18.3",,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-06-21","   90","  100","9.84"," 2050"," 2107","0.06",,"0.0","0.0",,"68","56","  366","  360",,,"  360",,,"17.0",,,"20.8",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-06-22","   30","   40","7.16"," 0750"," 1252","0.00",,"0.0","0.0",,"74","48","  781","  330",,,"  315",,,"13.0",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-06-23","   40","   50","8.50"," 1650"," 1343","0.00",,"0.0","0.0",,"81","49","  724","  170",,,"  180",,,"15.0",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-06-24","   80","   90","10.07"," 1750"," 1748","0.16",,"0.0","0.0",,"85","59","  563","  210",,,"  225",,,"21.0",,,"26.4",,"    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-06-25","   70","   90","5.59"," 1653"," 1642","0.00",,"0.0","0.0",,"82","64","  397","  220",,,"  225",,,"12.1",,,"16.1",,"    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-06-26","   90","  100","5.59"," 1652"," 1652","0.24",,"0.0","0.0",,"82","63","  301","  110",,,"   90",,,"14.1",,,"13.9",,"    1",,"    1",,,,,,,,,"    1",,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-06-27","   40","   30","7.16"," 0953"," 1251","0.00",,"0.0","0.0",,"84","66","  728","  340",,,"  360",,,"17.0",,,"18.3",,"    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-06-28","   20","   10","5.59"," 0853"," 1320","0.00",,"0.0","0.0",,"84","60","  776","  350",,,"  315",,,"12.1",,,"13.9",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-06-29","   20","   30","6.26"," 1052"," 1725","0.00",,"0.0","0.0",,"87","59","  747","  230",,,"  135",,,"10.1",,,"13.9",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-06-30","   40","   40","9.62"," 1551"," 1535","0.00",,"0.0","0.0",,"90","65","  725","  190",,,"  180",,,"17.0",,,"19.5",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-01","   90","   90","8.50"," 2018"," 2025","0.37",,"0.0","0.0",,"88","69","  695","   20",,,"  360",,,"21.0",,,"30.0",,"    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-02","   60","   60","6.26"," 2153"," 2153","0.00",,"0.0","0.0",,"84","67","  665","  120",,,"   45",,,"15.0",,,"15.0",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-03","   90","   90","8.72"," 0750"," 0823","0.60",,"0.0","0.0",,"83","63","  611","  160",,,"  180",,,"16.1",,,"21.9",,"    1",,"    1",,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-04","   60","   70","6.04"," 1550"," 1548","0.28",,"0.0","0.0",,"88","70","  273","  360",,,"  360",,,"17.0",,,"28.9",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-05","   70","   70","7.61"," 1350"," 1620","0.00",,"0.0","0.0",,"87","67","  733","  150",,,"  180",,,"14.1",,,"19.5",,"    1","    1",,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-06","   80","   90","6.04"," 2350"," 2345","1.53",,"0.0","0.0",,"84","67","  538","  340",,,"  315",,,"17.0",,,"23.0",,"    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-07","   50","   40","8.72"," 2350"," 1304","0.00",,"0.0","0.0",,"81","62","  647","  340",,,"  315",,,"15.0",,,"20.8",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-08","   90","  100","9.17"," 1350"," 1412","0.02",,"0.0","0.0",,"85","61","  514","  180",,,"  180",,,"16.1",,,"20.8",,"    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-09","   80","   70","12.30"," 1650"," 1112","0.00",,"0.0","0.0",,"94","75","  682","  220",,,"  270",,,"15.0",,,"23.0",,"    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-10","   20","   20","10.29"," 1452"," 1706","0.00",,"0.0","0.0",,"97","79","  800","  200",,,"  225",,,"19.9",,,"24.2",,,,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-11","   20","   20","6.93"," 0852"," 1145","0.00",,"0.0","0.0",,"96","74","  754","  270",,,"  315",,,"10.1",,,"17.2",,,,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-12","   20","   20","8.05"," 1350"," 1527","0.00",,"0.0","0.0",,"97","74","  774","  220",,,"  225",,,"15.0",,,"21.9",,,,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-13","   80","  100","11.41"," 1051"," 0957","0.00",,"0.0","0.0",,"96","76","  757","  260",,,"  225",,,"17.9",,,"26.4",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-14","    0","    0","9.84"," 1451"," 1347","0.00",,"0.0","0.0",,"98","71","  870","  210",,,"  225",,,"17.9",,,"24.2",,,,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-15","   50","   30","13.87"," 1921"," 1921","0.61",,"0.0","0.0",,"95","71","  572","  270",,,"  270",,,"36.9",,,"51.7",,,,"    1",,,,"    1",,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-16","   80","   80","7.83"," 2352"," 1913","0.02",,"0.0","0.0",,"92","69","  647","  200",,,"  180",,,"15.0",,,"24.2",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-17","   70","   80","11.63"," 1552"," 1426","0.00",,"0.0","0.0",,"91","70","  751","  220",,,"  180",,,"17.9",,,"26.4",,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-18","   80","   80","7.83"," 0052"," 0032","0.29",,"0.0","0.0",,"89","71","  593","  230",,,"  225",,,"14.1",,,"19.5",,"    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-19","   70","   70","6.71"," 1750"," 1701","0.05",,"0.0","0.0",,"90","69","  697","  110",,,"   45",,,"13.0",,,"18.3",,"    1",,"    1",,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-20","   10","   10","5.59"," 1653"," 1146","0.00",,"0.0","0.0",,"92","64","  752","  180",,,"  360",,,"10.1",,,"15.0",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-21","   40","   30","8.72"," 1944"," 1932","0.17",,"0.0","0.0",,"94","71","  727","  300",,,"  315",,,"21.0",,,"32.2",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-22","  100","  100","6.71"," 1824"," 1820","0.67",,"0.0","0.0",,"84","70","  538","  150",,,"  135",,,"13.0",,,"17.2",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-23","   90","   90","8.05"," 2127"," 2140","0.00",,"0.0","0.0",,"87","70","  461","   30",,,"   45",,,"16.1",,,"20.8",,"    1","    1",,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-24","   90","  100","7.61"," 1750"," 1800","0.00",,"0.0","0.0",,"83","70","  366","   90",,,"   90",,,"14.1",,,"18.3",,"    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-25","   80","   70","6.93"," 1554"," 1527","0.00",,"0.0","0.0",,"83","70","  646","   10",,,"   45",,,"15.0",,,"20.8",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-26","   90","   90","7.38"," 1250"," 1533","0.10",,"0.0","0.0",,"86","69","  562","  180",,,"  180",,,"14.1",,,"18.3",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-27","   80","   80","8.05"," 1650"," 1640","0.25",,"0.0","0.0",,"92","72","  522","   10",,,"  360",,,"15.0",,,"20.8",,"    1",,"    1",,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-28","   20","   10","7.83"," 0853"," 0721","0.00",,"0.0","0.0",,"86","68","  763","  360",,,"  360",,,"15.0",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-29","   10","   10","5.59"," 1550"," 1711","0.00",,"0.0","0.0",,"89","64","  754","  200",,,"  180",,,"12.1",,,"15.0",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-30","   10","   10","6.04"," 2350"," 1151","0.00",,"0.0","0.0",,"91","66","  754","  160",,,"  180",,,"8.9",,,"13.9",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-07-31","   60","   40","11.86"," 1634"," 1641","0.72",,"0.0","0.0",,"94","71","  581","  230",,,"  225",,,"40.0",,,"50.6",,"    1","    1","    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-01","   30","   30","8.95"," 0850"," 0758","0.00",,"0.0","0.0",,"80","59","  774","  340",,,"  360",,,"21.0",,,"26.4",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-02","   30","   40","4.92"," 1353"," 1609","0.00",,"0.0","0.0",,"84","57","  676","  180",,,"  180",,,"12.1",,,"15.0",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-03","   40","   20","6.04"," 2031"," 2032","0.96",,"0.0","0.0",,"87","63","  711","  250",,,"  270",,,"21.9",,,"25.3",,"    1",,"    1",,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-04","   70","   90","6.93"," 1552"," 1519","0.00",,"0.0","0.0",,"89","66","  664","  230",,,"  225",,,"14.1",,,"25.3",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-05","   80","   90","6.71"," 1052"," 1256","0.00",,"0.0","0.0",,"82","62","  622","   40",,,"  360",,,"10.1",,,"15.0",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-06","  100","  100","5.82"," 1450"," 1441","0.01",,"0.0","0.0",,"77","67","  485","   90",,,"   90",,,"12.1",,,"13.9",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-07","   70","   80","6.49"," 1053"," 1054","0.00",,"0.0","0.0",,"81","65","  596","   50",,,"   45",,,"12.1",,,"13.9",,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-08","   70","   80","7.38"," 1650"," 1220","0.00",,"0.0","0.0",,"85","65","  697","  170",,,"  180",,,"12.1",,,"15.0",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-09","   60","   80","8.50"," 1652"," 1411","0.01",,"0.0","0.0",,"91","71","  638","  120",,,"  315",,,"12.1",,,"19.5",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-10","   10","   10","5.59"," 1650"," 1436","0.00",,"0.0","0.0",,"94","66","  725","  210",,,"  180",,,"13.0",,,"15.0",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-11","   40","   30","9.40"," 1850"," 1848","1.03",,"0.0","0.0",,"94","70","  647","  350",,,"  360",,,"28.0",,,"36.7",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-12","   90","  100","7.16"," 1650"," 0956","0.00",,"0.0","0.0",,"82","69","  649","   60",,,"   45",,,"10.1",,,"19.5",,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-13","  100","  100","8.28"," 1550"," 1538","1.65",,"0.0","0.0",,"72","63","    6","   10",,,"  360",,,"14.1",,,"20.8",,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-14","  100","  100","9.17"," 2350"," 2347","0.31",,"0.0","0.0",,"74","62","  166","   30",,,"   45",,,"15.0",,,"19.5",,"    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-15","  100","  100","9.62"," 2350"," 0814","1.26",,"0.0","0.0",,"69","65","  261","   30",,,"  360",,,"15.0",,,"17.2",,"    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-16","  100","  100","6.71"," 1850"," 0951","0.10",,"0.0","0.0",,"69","63","  220","  350",,,"  315",,,"8.1",,,"11.4",,"    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-17","  100","  100","5.82"," 1951"," 0413","0.63",,"0.0","0.0",,"73","67","  190","  310",,,"  360",,,"8.1",,,"11.4",,"    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-18","   60","   60","4.70"," 1652"," 1650","0.00",,"0.0","0.0",,"86","68","  628","  200",,,"  180",,,"10.1",,,"15.0",,"    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-19","   50","   50","5.82"," 1453"," 2218","0.00",,"0.0","0.0",,"87","68","  668","  220",,,"  360",,,"10.1",,,"12.8",,"    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-20","  100","  100","7.38"," 1353"," 1107","0.00",,"0.0","0.0",,"79","64","  616","   30",,,"   45",,,"13.0",,,"15.0",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-21","   70","   80","5.37"," 1553"," 1511","0.00",,"0.0","0.0",,"84","62","  685","   50",,,"   45",,,"10.1",,,"13.9",,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-22","   90","   90","3.58"," 0950"," 1320","0.00",,"0.0","0.0",,"79","61","  639","   70",,,"   45",,,"8.9",,,"12.8",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-23","   90","  100","3.80"," 1251"," 1453","0.00",,"0.0","0.0",,"82","63","  667","   90",,,"   90",,,"8.9",,,"9.2",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-24","   20","   20","3.58"," 2351",,"0.00",,"0.0","0.0",,"86","60","  725","  150",,,,,,"6.9",,,,,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-25","   30","   30","5.37"," 1152"," 1421","0.00",,"0.0","0.0",,"90","68","  690","  210",,,"  180",,,"8.9",,,"12.8",,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-26","   80","   70","5.59"," 2152"," 2125","0.00",,"0.0","0.0",,"90","69","  639","  280",,,"  270",,,"8.1",,,"11.4",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-27","   50","   40","6.71"," 1743"," 1743","0.14",,"0.0","0.0",,"92","69","  616","  220",,,"  225",,,"17.0",,,"21.9",,"    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-28","   70","   90","13.42"," 1410"," 1407","0.30",,"0.0","0.0",,"86","68","  584","  220",,,"  225",,,"25.1",,,"48.3",,"    1",,"    1",,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-29","    0","   10","7.38"," 1551"," 1529","0.00",,"0.0","0.0",,"80","57","  770","  270",,,"  270",,,"15.0",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-30","    0","    0","6.26"," 1553"," 1328","0.00",,"0.0","0.0",,"83","53","  783","  190",,,"  180",,,"14.1",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-08-31","   70","   90","7.61"," 1351"," 1334","0.00",,"0.0","0.0",,"88","63","  587","  250",,,"  180",,,"12.1",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-09-01","   50","   40","6.93"," 0850"," 1208","0.00",,"0.0","0.0",,"83","61","  678","   20",,,"  315",,,"8.9",,,"15.0",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-09-02","   90","   90","8.72"," 2350"," 1417","0.00",,"0.0","0.0",,"84","62","  626","  170",,,"  135",,,"15.0",,,"17.2",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-09-03","   90","   90","10.74"," 1350"," 1303","0.54",,"0.0","0.0",,"88","70","  516","  200",,,"  180",,,"17.0",,,"25.3",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-09-04","   70","   80","5.14"," 1851"," 1853","0.00",,"0.0","0.0",,"87","69","  623","  110",,,"   90",,,"10.1",,,"11.4",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-09-05","  100","  100","5.82"," 1552"," 1320","0.01",,"0.0","0.0",,"86","70","  582","   50",,,"   45",,,"12.1",,,"17.2",,"    1",,,,,,,"    1",,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-09-06","  100","  100","6.49"," 1801"," 1801","0.64",,"0.0","0.0",,"84","70","  215","   10",,,"  360",,,"15.0",,,"19.5",,"    1",,"    1",,,,,,,,,"    1",,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-09-07","   90","   90","5.82"," 0935"," 1535","0.53",,"0.0","0.0",,"83","70","  451","  320",,,"  360",,,"12.1",,,"12.8",,"    1",,,,,,,,,,,"    1",,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-09-08","   70","   60","4.92"," 1252"," 1451","0.00",,"0.0","0.0",,"87","69","  612","  170",,,"  180",,,"8.9",,,"12.8",,"    1","    1",,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-09-09","   40","   40","5.82"," 1252"," 1304","0.00",,"0.0","0.0",,"89","70",,"  170",,,"  180",,,"12.1",,,"19.5",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-09-10","   50","   50","9.17"," 1550",,"0.03",,"0.0","0.0",,"88","68","  450","  170",,,,,,"14.1",,,,,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-09-11","   60","   80","8.28"," 0951",,"0.16",,"0.0","0.0",,"77","59","  216","  360",,,,,,"16.1",,,,,"    1",,,,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-09-12","   20","   30","5.14"," 1150",,"0.00",,"0.0","0.0",,"73","54","  715","   30",,,,,,"8.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-09-13","   40","   60","5.82"," 0952"," 1359","0.00",,"0.0","0.0",,"76","51","  488","   50",,,"   45",,,"10.1",,,"12.8",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-09-14","   10","   20","5.82"," 1051"," 1010","0.00",,"0.0","0.0",,"77","52","  568","   60",,,"   45",,,"10.1",,,"13.9",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-09-15","    0","   10","4.70"," 0950"," 0926","0.00",,"0.0","0.0",,"80","52","  639","   50",,,"   45",,,"8.9",,,"13.9",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-09-16","   40","   40","2.91"," 1750"," 1529","0.00",,"0.0","0.0",,"83","57","  366","   90",,,"  180",,,"6.0",,,"15.0",,"    1","    1",,,,,,"    1",,,,"    1",,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-09-17","   20","   20","5.14"," 1350"," 1331","0.00",,"0.0","0.0",,"87","58",,"  230",,,"  225",,,"12.1",,,"17.2",,"    1",,,,,,,"    1",,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-09-18","   70","   90","10.07"," 1550"," 1456","0.00",,"0.0","0.0",,"88","67","  391","  190",,,"  180",,,"17.0",,,"23.0",,"    1",,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-09-19","  100","  100","9.17"," 1250"," 1350","0.01",,"0.0","0.0",,"81","66",,"  350",,,"  360",,,"16.1",,,"19.5",,,,,,,,,,,,,,,"    1",,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-09-20","  100","  100","8.05"," 1650"," 1537","0.00",,"0.0","0.0",,"77","63",,"   90",,,"   90",,,"12.1",,,"13.9",,,,,,,,,,,,,,,,,,,,,
"USW00013740","RICHMOND INTERNATIONAL AIRPORT, VA US","1992-09-21","  100","  100","5.59"," 1552"," 1525","0.02",,"0.0","0.0",,"83","67",,"   80",,,"   90",,,"8.1",,,"10.3",,,,,,,,,,,,,,,"    1",,,,,,
